Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
55555,56,2,4,2,2,2.0,0.0,6,6,6.0,0.0,285714.2857,71428.57143,18.66666667,25.40341184,48,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,48,40,35714.28571,35714.28571,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,30927,1,62,62,62,62.0,0.0,90,90,90.0,0.0,4914.799366,64.66841271,30927.0,0.0,30927,30927,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,32.33420636,32.33420636,62,90,71.33333333,16.16580754,261.3333333,0,0,0,107.0,62,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
3625,64,1,6,6,6,6.0,0.0,6,6,6.0,0.0,281250.0,46875.0,32.0,22.627417,48,16,0,0.0,0.0,0,0,48,48.0,0.0,48,48,20,40,15625.0,31250.0,6,6,6.0,0.0,0.0,0,0,1,8.0,6,256,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
58845,66,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,15151.5151515152,15151.5151515152,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,116076848,21,1135,517,0,54.04761905,152.3933976,747,0,57.1875,188.6630926,17.66071387,0.318754348,3224356.889,4622586.049,10000000,4,116000000,5803842.4,4900071.741,10100000,4,112000000,7439261.333,4638363.91,11000000,457,680,520,0.18091463,0.137839718,0,747,53.94736842,164.5189461,27066.48364,0,1,0,55.40540541,1135,29200,349,4,32,138397.1818,1037211,36887,10000000.0,10000000,9960010,Normal Traffic
443,229329,2,12,6,6,6.0,0.0,0,0,0.0,0.0,52.3265701241,13.081642531,114664.5,162158.676809167,229328,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,32,8.7210950207,4.3605475103,0,6,4.5,3.0,9.0,1,0,0,6.0,12,0,119,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,158,2,102,51,51,51.0,0.0,112,112,112.0,0.0,2063291.13924051,25316.4556962025,52.6666666667,51.5978035708,106,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,64,64,12658.2278481013,12658.2278481013,51,112,75.4,33.4110760078,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30745,1,41,41,41,41.0,0.0,69,69,69.0,0.0,3577.817531,65.05122784,30745.0,0.0,30745,30745,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,32.52561392,32.52561392,41,69,50.33333333,16.16580754,261.3333333,0,0,0,75.5,41,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,266,3,69,69,0,23.0,39.83716857,0,0,0.0,0.0,259398.4962,11278.19549,133.0,108.8944443,210,56,266,133.0,108.8944443,210,56,0,0.0,0.0,0,0,96,0,11278.19549,0.0,0,69,17.25,34.5,1190.25,0,0,1,23.0,69,721,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,923,2,66,33,33,33.0,0.0,82,82,82.0,0.0,249187.4323,4333.694475,307.6666667,491.9108998,875,0,0,0.0,0.0,0,0,48,48.0,0.0,48,48,64,64,2166.847237,2166.847237,33,82,52.6,26.83840532,720.3,0,0,0,65.75,66,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,3412,2,12,6,6,6.0,0.0,0,0,0.0,0.0,3516.998828,586.1664713,3412.0,0.0,3412,3412,3412,3412.0,0.0,3412,3412,0,0.0,0.0,0,0,40,0,586.1664713,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,16425,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,24310,2,102,51,51,51.0,0.0,121,121,121.0,0.0,14150.55533,164.541341,8103.333333,13990.37063,24258,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,40,40,82.27067051,82.27067051,51,121,79.0,38.34057903,1470.0,0,0,0,98.75,102,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,49403,2,90,45,45,45.0,0.0,101,101,101.0,0.0,5910.572232,80.96674291,16467.66667,28477.81132,49351,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,64,40,40.48337146,40.48337146,45,101,67.4,30.67246322,940.8,0,0,0,84.25,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,430230,2,68,34,34,34.0,0.0,64,64,64.0,0.0,455.5702764,9.297352579,143410.0,248388.2102,430224,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,4.648676289,4.648676289,34,64,46.0,16.43167673,270.0,0,0,0,57.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,107258,20,1915,1807,0,95.75,402.7886836596,2920,0,1852.1666666667,850.0327816532,535904.081746816,466.1656939343,2188.9387755102,6497.3540396847,24046,10,107136,5638.7368421053,10893.1633495617,33248,174,83359,2874.4482758621,7252.3235911288,24490,45,412,612,186.4662775737,279.6994163606,0,2920,1127.0588235294,1116.7122532106,1247046.25647059,0,1,0,1149.6,1915,8192,65,19,20,0.0,0,0,0.0,0,0,Normal Traffic
53,264,2,68,34,34,34.0,0.0,168,168,168.0,0.0,1530303.03,15151.51515,88.0,150.6884203,262,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,7575.757576,7575.757576,34,168,87.6,73.39482271,5386.8,0,0,0,109.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,2002142,2,74,37,37,37.0,0.0,0,0,0.0,0.0,36.9604153951,0.9989301458,2002142.0,0.0,2002142,2002142,2002142,2002142.0,0.0,2002142,2002142,0,0.0,0.0,0,0,64,0,0.9989301458,0.0,37,37,37.0,0.0,0.0,0,0,1,55.5,74,33304,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
52401,7,1,6,6,6,6.0,0.0,6,6,6.0,0.0,1714285.71428571,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,142857.142857143,142857.142857143,6,6,6.0,0.0,0.0,0,0,1,9.0,6,34882,64181,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31492,4,172,43,43,43.0,0.0,102,102,102.0,0.0,11939.5402,190.5245777,6298.4,12076.99434,27717,1,27766,9255.333333,15988.2896,27717,1,48,48.0,0.0,48,48,80,40,127.0163851,63.50819256,43,102,59.85714286,28.78905215,828.8095238,0,0,0,69.83333333,172,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,104367,21,1263,568,0,60.14285714,160.9488384,2920,0,1578.038462,906.3663931,405223.8734,450.3339178,2268.847826,6470.131965,23117,0,104367,5218.35,9566.793497,24783,1,76253,3050.12,7803.582219,24605,48,432,532,201.2130271,249.1208907,0,2920,881.0833333,1017.026493,1034342.887,0,1,0,899.8297872,1263,8192,62,20,20,0.0,0,0,0.0,0,0,Normal Traffic
443,61064293,16,935,631,0,58.4375,161.4686631104,1448,0,285.3571428571,525.4358787115,80.7345792082,0.4912854719,2105665.27586207,4111516.64846989,10029870,1,61064293,4070952.86666667,5059660.47076793,10080000,185,61013833,4693371.76923077,5183156.48133396,10080206,192,520,456,0.2620189183,0.2292665535,0,1448,159.0322580645,382.568990194,146359.032258065,0,1,0,164.3333333333,935,29200,114,3,32,84081.0,253312,50120,10014134.0,10029870,9959998,Normal Traffic
49974,50,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1172,1075,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,95231,2,64,32,32,32.0,0.0,206,206,206.0,0.0,4998.372379,42.00312923,31743.66667,54975.58131,95224,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,64,21.00156462,21.00156462,32,206,101.6,95.30372501,9082.8,0,0,0,127.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,4006589,2,12,6,6,6.0,0.0,0,0,0.0,0.0,2.995066377,0.499177729,4006589.0,0.0,4006589,4006589,4006589,4006589.0,0.0,4006589,4006589,0,0.0,0.0,0,0,40,0,0.499177729,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,65535,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
65316,89,1,6,6,6,6.0,0.0,6,6,6.0,0.0,134831.460674157,22471.9101123596,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,11235.9550561798,11235.9550561798,6,6,6.0,0.0,0.0,0,0,1,9.0,6,58,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,60299,1,55,55,55,55.0,0.0,111,111,111.0,0.0,2752.94781,33.1680459,60299.0,0.0,60299,60299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,16.58402295,16.58402295,55,111,73.66666667,32.33161507,1045.333333,0,0,0,110.5,55,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,116203110,23,3097,1317,0,134.6521739,376.3035052,1460,0,229.7272727,483.0820873,70.14442212,0.387252975,2640979.773,4383287.951,10000000,2,116000000,5281959.545,5001381.86,10100000,2,111000000,5275724.667,5127543.406,10100000,48,480,452,0.197929298,0.189323676,0,1460,177.1956522,425.565434,181105.9386,0,1,0,181.1333333,3097,29200,5120,22,20,51389.25,303995,28220,9632203.083,10000000,5384459,Normal Traffic
443,61438369,16,738,421,0,46.125,113.5217307,1743,0,438.0625,643.3909614,126.0938421,0.52084716,1981882.871,3973255.46,10100000,46,61400000,4095891.267,5030006.058,10200000,246,61300000,4089231.8,5050708.514,10200000,48,332,324,0.26042358,0.26042358,0,1743,234.7575758,490.1638776,240260.6269,0,1,0,242.09375,738,8192,31088,9,20,207803.1667,728687,99925,9958397.167,10100000,9702024,Normal Traffic
443,170,2,12,6,6,6.0,0.0,0,0,0.0,0.0,70588.23529,11764.70588,170.0,0.0,170,170,170,170.0,0.0,170,170,0,0.0,0.0,0,0,40,0,11764.70588,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,256,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
50377,86,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,1,0.0,0,106,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23439,1,44,44,44,44.0,0.0,121,121,121.0,0.0,7039.549469,85.32787235,23439.0,0.0,23439,23439,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,42.66393617,42.66393617,44,121,69.66666667,44.45597073,1976.333333,0,0,0,104.5,44,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
5844,274,2,12,6,6,6.0,0.0,0,0,0.0,0.0,43795.62044,7299.270073,274.0,0.0,274,274,274,274.0,0.0,274,274,0,0.0,0.0,0,0,40,0,7299.270073,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,123,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,172,2,64,32,32,32.0,0.0,48,48,48.0,0.0,930232.5581,23255.81395,57.33333333,58.94347575,120,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,40,40,11627.90698,11627.90698,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,151008,1,55,55,55,55.0,0.0,342,342,342.0,0.0,2628.9997880907,13.2443314261,151008.0,0.0,151008,151008,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,6.6221657131,6.6221657131,55,342,150.6666666667,165.6995272574,27456.3333333333,0,0,0,226.0,55,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
50997,3,2,37,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,0,1,34.0,37,110,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
36930,3,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,349,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5470124,5,135,46,6,27.0,20.1246118,46,46,46.0,0.0,33.08882943,1.096867274,1094024.8,2393557.473,5375525,3,5470124,1367531.0,2672354.849,5375525,3,0,0.0,0.0,0,0,100,20,0.914056062,0.182811212,6,46,32.42857143,18.86670032,355.952381,0,0,1,37.83333333,135,254,123,4,20,93462.0,93462,93462,5375525.0,5375525,5375525,Normal Traffic
443,30468606,9,840,493,0,93.33333333,164.7672601,1460,0,344.6363636,567.7614416,151.9925132,0.656413359,1603610.842,3725072.617,9998832,4,20500000,2562579.0,4600810.686,10000000,36042,30400000,3043260.9,4801386.71,10000000,4,192,256,0.295386011,0.361027347,0,1460,220.5238095,436.1414471,190219.3619,0,1,0,231.55,840,8192,62,8,20,179942.0,467867,35959,9976258.667,9998832,9931970,Normal Traffic
53,187,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1475935.829,21390.37433,62.33333333,68.97342483,137,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,64,80,10695.18717,10695.18717,44,94,64.0,27.38612788,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23468,1,49,49,49,49.0,0.0,114,114,114.0,0.0,6945.628089,85.22243054,23468.0,0.0,23468,23468,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,42.61121527,42.61121527,49,114,70.66666667,37.5277675,1408.333333,0,0,0,106.0,49,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
38380,51,1,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.117647059,39215.6862745098,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,19607.8431372549,19607.8431372549,6,6,6.0,0.0,0.0,0,0,1,9.0,6,29,229,0,20,0.0,0,0,0.0,0,0,Normal Traffic
50125,58922,2,0,0,0,0.0,0.0,6,6,6.0,0.0,203.6590747,67.88635824,19640.66667,33911.2483,58798,48,58922,58922.0,0.0,58922,58922,48,48.0,0.0,48,48,64,40,33.94317912,33.94317912,0,6,2.4,3.286335345,10.8,0,0,1,3.0,0,61,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
38352,61603,2,0,0,0,0.0,0.0,6,6,6.0,0.0,292.1935620019,81.1648783338,15400.75,30748.8396352881,61524,1,61603,61603.0,0.0,61603,61603,50,25.0,33.941125497,49,1,64,60,32.4659513335,48.6989270003,0,6,3.0,3.286335345,10.8,0,0,1,3.6,0,939,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,605,1,43,43,43,43.0,0.0,110,110,110.0,0.0,252892.562,3305.785124,605.0,0.0,605,605,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,1652.892562,1652.892562,43,110,65.33333333,38.68246804,1496.333333,0,0,0,98.0,43,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23862,1,48,48,48,48.0,0.0,112,112,112.0,0.0,6705.221691,83.81527114,23862.0,0.0,23862,23862,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,41.90763557,41.90763557,48,112,69.33333333,36.95041723,1365.333333,0,0,0,104.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,566,2,72,36,36,36.0,0.0,123,123,123.0,0.0,561837.4558,7067.137809,188.6666667,244.51244,471,46,49,49.0,0.0,49,49,46,46.0,0.0,46,46,40,40,3533.568905,3533.568905,36,123,70.8,47.6518625,2270.7,0,0,0,88.5,72,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53695,89,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,11235.95506,11235.95506,0,0,0.0,0.0,0.0,0,0,1,0.0,0,286,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,227,2,90,45,45,45.0,0.0,192,192,192.0,0.0,2088105.727,17621.14537,75.66666667,124.9973333,220,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,8810.572687,8810.572687,45,192,103.8,80.51521595,6482.7,0,0,0,129.75,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,115762218,16,456,445,0,28.5,111.067547,979,0,69.92857143,261.6487558,12.39609974,0.259151911,3991800.621,4877697.084,10000000,57,116000000,7717481.2,4136565.789,10000000,22379,110000000,8490039.462,3744540.596,10000000,12653,332,424,0.138214352,0.120937558,0,979,46.29032258,190.6174517,36335.0129,0,1,0,47.83333333,456,8192,119,12,20,36320.63636,177795,21994,9997394.455,10000000,9950655,Normal Traffic
443,11860508,10,842,405,0,84.2,141.2576841568,1448,0,394.1818181818,607.9373023893,436.5748920704,1.7705818334,593025.4,2620640.87798621,11726796,1,133712,14856.8888888889,13952.3868248809,32764,1,11837506,1183750.6,3704518.09557831,11726867,3,332,348,0.8431342064,0.927447627,0,1448,235.3636363636,459.6487836697,211277.004329004,0,1,0,246.5714285714,842,65535,5222,5,32,133712.0,133712,133712,11726796.0,11726796,11726796,Normal Traffic
80,115120147,16,397,386,0,24.8125,96.31768183,368,0,26.28571429,98.35213702,6.645231264,0.260597304,3969660.241,4872708.172,10000000,115,115000000,7674676.467,4179053.802,10000000,2614,110000000,8492345.692,3761520.617,10000000,1314,332,424,0.138985229,0.121612075,0,386,24.67741935,94.08378787,8851.75914,0,1,0,25.5,397,8192,119,12,20,37388.72727,114806,29520,9999041.364,10000000,9952535,Normal Traffic
53,24051,1,49,49,49,49.0,0.0,65,65,65.0,0.0,4739.9276537358,83.1566255041,24051.0,0.0,24051,24051,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,41.5783127521,41.5783127521,49,65,54.3333333333,9.237604307,85.3333333333,0,0,0,81.5,49,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,163,2,84,42,42,42.0,0.0,58,58,58.0,0.0,1226993.865,24539.8773,54.33333333,53.20087719,110,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,40,40,12269.93865,12269.93865,42,58,48.4,8.76356092,76.8,0,0,0,60.5,84,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,243,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8230.452675,243.0,0.0,243,243,243,243.0,0.0,243,243,0,0.0,0.0,0,0,64,0,8230.452675,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,364,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,47052,1,41,41,41,41.0,0.0,128,128,128.0,0.0,3591.770807,42.50616339,47052.0,0.0,47052,47052,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,21.2530817,21.2530817,41,128,70.0,50.22947342,2523.0,0,0,0,105.0,41,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,188,2,66,33,33,33.0,0.0,107,107,107.0,0.0,1489361.70212766,21276.5957446809,62.6666666667,70.1593424523,139,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,64,64,10638.2978723404,10638.2978723404,33,107,62.6,40.5314692554,1642.8,0,0,0,78.25,66,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,188,2,84,42,42,42.0,0.0,58,58,58.0,0.0,1063829.787,21276.59574,62.66666667,68.85007867,138,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,64,64,10638.29787,10638.29787,42,58,48.4,8.76356092,76.8,0,0,0,60.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,626,1,53,53,53,53.0,0.0,113,113,113.0,0.0,265175.7188,3194.888179,626.0,0.0,626,626,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,1597.444089,1597.444089,53,113,73.0,34.64101615,1200.0,0,0,0,109.5,53,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31000,2,70,35,35,35.0,0.0,51,51,51.0,0.0,5548.3870967742,129.0322580645,10333.3333333333,17894.394271205,30996,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,64,40,64.5161290323,64.5161290323,35,51,41.4,8.7635609201,76.8,0,0,0,51.75,70,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,1078171,7,1716,1381,0,245.1428571429,508.3950001627,1460,0,306.25,541.1967558767,3863.9510801162,13.9124498804,77012.2142857143,207671.699559361,788795,4,1078171,179695.166666667,304398.343581838,788795,150,230254,32893.4285714286,42616.5671496315,106681,4,152,168,6.4924766109,7.4199732695,0,1460,260.375,495.8027665648,245820.383333333,0,1,0,277.7333333333,1716,8192,6078,6,20,0.0,0,0,0.0,0,0,Normal Traffic
80,62166956,14,1215,385,0,86.78571429,161.624055,233,0,59.25,104.7994839,30.98108905,0.418228617,2486678.24,4313034.027,10000000,89,62100000,4774333.769,5081068.102,10100000,51075,62100000,5646906.364,5080086.217,10100000,2188,292,324,0.225200024,0.193028592,0,385,71.33333333,134.5342393,18099.46154,0,1,0,74.07692308,1215,8192,118,13,20,344596.8333,1813836,50492,9999793.0,10000000,9939441,Normal Traffic
53,219,2,100,50,50,50.0,0.0,217,217,217.0,0.0,2438356.16438356,18264.8401826484,73.0,120.3785695213,212,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,64,9132.4200913242,9132.4200913242,50,217,116.8,91.4696671034,8366.7,0,0,0,146.0,100,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
6689,29,1,2,2,2,2.0,0.0,6,6,6.0,0.0,275862.069,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,34482.75862,34482.75862,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
8500,79,1,0,0,0,0.0,0.0,6,6,6.0,0.0,75949.36709,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,12658.22785,12658.22785,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
5050,27,1,0,0,0,0.0,0.0,6,6,6.0,0.0,222222.2222,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,37037.03704,37037.03704,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
24444,23,1,0,0,0,0.0,0.0,6,6,6.0,0.0,260869.5652,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,43478.26087,43478.26087,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
2381,63,1,2,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
3261,30,1,2,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
1108,52,1,0,0,0,0.0,0.0,6,6,6.0,0.0,115384.6154,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,19230.76923,19230.76923,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
1700,47,1,2,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
801,77,1,2,2,2,2.0,0.0,6,6,6.0,0.0,103896.1039,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,12987.01299,12987.01299,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
9001,43,1,0,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
31038,30,1,2,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
1244,11,1,0,0,0,0.0,0.0,6,6,6.0,0.0,545454.5455,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,90909.09091,90909.09091,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
5280,50,1,0,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,20000.0,20000.0,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
1032,51,1,0,0,0,0.0,0.0,6,6,6.0,0.0,117647.0588,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,19607.84314,19607.84314,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
