'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow Byts/s','Flow Pkts/s','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Bwd PSH Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Label
9884,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,481080.5342,1214.0834,898.5455,1930.2344,6470,45,9603,3201.0,3638.2188,7291,325,9884,1412.0,2362.9659,6470,76,0,0,80,184,404.6945,809.3889,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
34014,4,8,317,4434,317,0,79.25,158.5,1460,0,554.25,750.2544,139677.7797,352.7959,3092.1818,6204.1702,16264,45,33592,11197.3333,9077.8931,16611,717,34014,4859.1429,7471.4478,16565,116,0,0,80,184,117.5986,235.1973,0,1460,365.4615,629.9403,396824.7692,0,1,0,0,0,0,0,0,2,395.9167,79.25,554.25,4,317,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3772,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,530.2227,3772.0,0.0,3772,3772,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,265.1113,265.1113,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,513,0,0,0,0,0,0,0,0,0,Brute_Force
8640,4,8,323,4434,323,0,80.75,161.5,1460,0,554.25,750.2544,550578.7037,1388.8889,785.4545,1515.8022,4721,45,8405,2801.6667,2625.3461,5482,235,8640,1234.2857,1879.513,4721,86,0,0,80,184,462.963,925.9259,0,1460,365.9231,629.904,396779.0769,0,1,0,0,0,0,0,0,2,396.4167,80.75,554.25,4,323,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7255,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,654996.5541,1654.0317,659.5455,1102.7378,2966,51,7069,2356.3333,1715.7582,3684,419,7255,1036.4286,1345.1825,3193,63,0,0,80,184,551.3439,1102.6878,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3401,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,588.0623,3401.0,0.0,3401,3401,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,294.0312,294.0312,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
17489,4,8,322,4434,322,0,80.5,161.0,1460,0,554.25,750.2544,271942.3638,686.1456,1589.9091,3315.8539,11104,35,6252,2084.0,1643.4975,3582,326,17489,2498.4286,3972.3814,11104,150,0,0,80,184,228.7152,457.4304,0,1460,365.8462,629.9098,396786.3077,0,1,0,0,0,0,0,0,2,396.3333,80.5,554.25,4,322,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
8397,4,8,314,4434,314,0,78.5,157.0,1460,0,554.25,750.2544,565440.0381,1429.0818,763.3636,1459.6685,4392,49,8129,2709.6667,2290.6079,4917,344,8397,1199.5714,1746.3902,4392,105,0,0,80,184,476.3606,952.7212,0,1460,365.2308,629.9601,396849.6923,0,1,0,0,0,0,0,0,2,395.6667,78.5,554.25,4,314,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
4961,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,403.1445,4961.0,0.0,4961,4961,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,201.5723,201.5723,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
4897,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,408.4133,4897.0,0.0,4897,4897,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,204.2067,204.2067,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6714,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,707476.9139,1787.3101,610.3636,1166.34,3837,6,6550,2183.3333,1633.3923,3837,571,6714,959.1429,1438.8426,3972,51,0,0,80,184,595.77,1191.5401,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
1422,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1406.4698,1422.0,0.0,1422,1422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,703.2349,703.2349,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6182,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,323.5199,6182.0,0.0,6182,6182,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,161.7599,161.7599,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
17010,4,8,315,4434,315,0,78.75,157.5,1460,0,554.25,750.2544,279188.7125,705.4674,1546.3636,2829.7023,9122,26,7749,2583.0,2027.6738,3822,243,17010,2430.0,3354.0506,9122,156,0,0,80,184,235.1558,470.3116,0,1460,365.3077,629.9534,396841.2308,0,1,0,0,0,0,0,0,2,395.75,78.75,554.25,4,315,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
5625,4,8,325,4434,325,0,81.25,162.5,1460,0,554.25,750.2544,846044.4444,2133.3333,511.3636,974.1461,3207,44,5459,1819.6667,1471.7406,3207,276,5625,803.5714,1207.6894,3341,65,0,0,80,184,711.1111,1422.2222,0,1460,366.0769,629.8929,396765.0769,0,1,0,0,0,0,0,0,2,396.5833,81.25,554.25,4,325,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7353,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,646538.8277,1631.9869,668.4545,1194.1111,3945,59,7069,2356.3333,1769.6512,3945,449,7353,1050.4286,1469.4732,4124,139,0,0,80,184,543.9956,1087.9913,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
26431,4,8,319,4434,319,0,79.75,159.5,1460,0,554.25,750.2544,179826.7186,454.0123,2402.8182,4407.706,12933,26,25495,8498.3333,6624.8098,12933,883,26431,3775.8571,5197.5403,13073,368,0,0,80,184,151.3374,302.6749,0,1460,365.6154,629.9277,396808.9231,0,1,0,0,0,0,0,0,2,396.0833,79.75,554.25,4,319,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7969,3,7,318,4434,318,0,106.0,183.5974,1460,0,633.4286,773.4224,596310.704,1254.8626,885.4444,1182.5205,3469,62,6032,3016.0,640.6387,3469,2563,7969,1328.1667,1407.733,3706,128,0,0,60,164,376.4588,878.4038,0,1460,432.0,666.7815,444597.6,0,1,0,0,0,0,0,0,2,475.2,106.0,633.4286,3,318,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
2072,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,965.251,2072.0,0.0,2072,2072,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,482.6255,482.6255,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
21665,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92.3148,21665.0,0.0,21665,21665,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,46.1574,46.1574,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
23193,3,7,320,4434,320,0,106.6667,184.7521,1460,0,633.4286,773.4224,204975.6392,431.1646,2577.0,5043.4807,15563,48,21203,10601.5,7016.6206,15563,5640,23193,3865.5,6039.2596,15811,124,0,0,60,164,129.3494,301.8152,0,1460,432.1818,666.7476,444552.3636,0,1,0,0,0,0,0,0,2,475.4,106.6667,633.4286,3,320,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
16164,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,123.7317,16164.0,0.0,16164,16164,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,61.8659,61.8659,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
2869,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,697.107,2869.0,0.0,2869,2869,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,348.5535,348.5535,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8865,4,8,317,4434,317,0,79.25,158.5,1460,0,554.25,750.2544,535927.806,1353.6379,805.9091,1539.6553,4850,65,8508,2836.0,2273.304,4850,371,8865,1266.4286,1882.8201,5012,150,0,0,80,184,451.2126,902.4253,0,1460,365.4615,629.9403,396824.7692,0,1,0,0,0,0,0,0,2,395.9167,79.25,554.25,4,317,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
1549,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1291.1556,1549.0,0.0,1549,1549,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,645.5778,645.5778,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
7652,3,7,316,4434,316,0,105.3333,182.4427,1460,0,633.4286,773.4224,620752.7444,1306.8479,850.2222,1197.0106,3387,57,6643,3321.5,92.631,3387,3256,7652,1275.3333,1524.5946,3856,169,0,0,60,164,392.0544,914.7935,0,1460,431.8182,666.816,444643.5636,0,1,0,0,0,0,0,0,2,475.0,105.3333,633.4286,3,316,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6443,4,8,315,4434,315,0,78.75,157.5,1460,0,554.25,750.2544,737079.0005,1862.4864,585.7273,1019.2402,3343,54,5978,1992.6667,1506.3533,3343,368,6443,920.4286,1245.8298,3493,139,0,0,80,184,620.8288,1241.6576,0,1460,365.3077,629.9534,396841.2308,0,1,0,0,0,0,0,0,2,395.75,78.75,554.25,4,315,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
10389,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,457214.3613,1155.0679,944.4545,1812.8851,5249,50,10082,3360.6667,2840.5775,5921,305,10389,1484.1429,2192.1537,5249,90,0,0,80,184,385.0226,770.0452,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
4762,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,419.9916,4762.0,0.0,4762,4762,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,209.9958,209.9958,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
2362,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,846.7401,2362.0,0.0,2362,2362,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,423.37,423.37,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
10279,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,194.5715,10279.0,0.0,10279,10279,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,97.2857,97.2857,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
5167,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,387.0718,5167.0,0.0,5167,5167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,193.5359,193.5359,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
3758,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,532.198,3758.0,0.0,3758,3758,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,266.099,266.099,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
20100,3,7,319,4434,319,0,106.3333,184.1747,1460,0,633.4286,773.4224,236467.6617,497.5124,2233.3333,4701.821,14622,54,18762,9381.0,9937.6787,16408,2354,20100,3350.0,5674.0933,14622,139,0,0,60,164,149.2537,348.2587,0,1460,432.0909,666.7645,444574.8909,0,1,0,0,0,0,0,0,2,475.3,106.3333,633.4286,3,319,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
12492,4,8,325,4434,325,0,81.25,162.5,1460,0,554.25,750.2544,380963.8168,960.6148,1135.6364,2501.4806,8307,47,12275,4091.6667,4459.1172,9076,481,12492,1784.5714,3032.4465,8307,85,0,0,80,184,320.2049,640.4099,0,1460,366.0769,629.8929,396765.0769,0,1,0,0,0,0,0,0,2,396.5833,81.25,554.25,4,325,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6385,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,744714.1738,1879.4049,580.4545,988.0647,3171,52,5936,1978.6667,1411.6127,3171,420,6385,912.1429,1191.287,3295,182,0,0,80,184,626.4683,1252.9366,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7206,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,277.5465,7206.0,0.0,7206,7206,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,138.7732,138.7732,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
5607,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,356.697,5607.0,0.0,5607,5607,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,178.3485,178.3485,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
27525,3,7,316,4434,316,0,105.3333,182.4427,1460,0,633.4286,773.4224,172570.3906,363.3061,3058.3333,7777.7633,23679,43,27012,13506.0,15317.3471,24337,2675,27525,4587.5,9406.8678,23679,87,0,0,60,164,108.9918,254.3143,0,1460,431.8182,666.816,444643.5636,0,1,0,0,0,0,0,0,2,475.0,105.3333,633.4286,3,316,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
5208,4,8,321,4434,321,0,80.25,160.5,1460,0,554.25,750.2544,913018.4332,2304.1475,473.4545,859.7292,2999,7,5056,1685.3333,1289.7078,2999,421,5208,744.0,1243.1079,3526,83,0,0,80,184,768.0492,1536.0983,0,1460,365.7692,629.9156,396793.6923,0,1,0,0,0,0,0,0,2,396.25,80.25,554.25,4,321,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6144,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,773111.9792,1953.125,558.5455,1048.8435,3575,43,5793,1931.0,1659.2034,3575,257,6144,877.7143,1314.732,3754,86,0,0,80,184,651.0417,1302.0833,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
11330,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,419240.9532,1059.135,1030.0,2078.6875,6401,57,11079,3693.0,3344.0004,7036,348,11330,1618.5714,2504.5069,6401,85,0,0,80,184,353.045,706.09,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7568,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,264.2706,7568.0,0.0,7568,7568,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,132.1353,132.1353,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
10813,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,439655.9697,1109.7753,983.0,2164.4558,7455,59,10073,3357.6667,3604.4132,7455,676,10813,1544.7143,2678.8395,7594,200,0,0,80,184,369.9251,739.8502,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
3369,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,593.648,3369.0,0.0,3369,3369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,296.824,296.824,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,513,0,0,0,0,0,0,0,0,0,Brute_Force
5543,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,360.8154,5543.0,0.0,5543,5543,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,180.4077,180.4077,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8744,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,228.7283,8744.0,0.0,8744,8744,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,114.3641,114.3641,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
10949,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,182.6651,10949.0,0.0,10949,10949,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,91.3325,91.3325,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
4565,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,438.1161,4565.0,0.0,4565,4565,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,219.0581,219.0581,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
3424,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,584.1121,3424.0,0.0,3424,3424,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,292.0561,292.0561,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
19394,3,7,320,4434,320,0,106.6667,184.7521,1460,0,633.4286,773.4224,245127.359,515.6234,2154.8889,2684.2502,7072,55,14568,7284.0,2324.9671,8928,5640,19394,3232.3333,3338.398,7072,134,0,0,60,164,154.687,360.9364,0,1460,432.1818,666.7476,444552.3636,0,1,0,0,0,0,0,0,2,475.4,106.6667,633.4286,3,320,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
10723,4,8,325,4434,325,0,81.25,162.5,1460,0,554.25,750.2544,443812.3659,1119.0898,974.8182,2101.4949,6892,49,10374,3458.0,3653.4311,7456,293,10723,1531.8571,2541.7379,6892,174,0,0,80,184,373.0299,746.0599,0,1460,366.0769,629.8929,396765.0769,0,1,0,0,0,0,0,0,2,396.5833,81.25,554.25,4,325,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7199,4,8,318,4434,318,0,79.5,159.0,1460,0,554.25,750.2544,660091.6794,1666.8982,654.4545,1296.4105,4476,56,6861,2287.0,2024.8514,4476,481,7199,1028.4286,1642.0472,4695,134,0,0,80,184,555.6327,1111.2655,0,1460,365.5385,629.9339,396816.7692,0,1,0,0,0,0,0,0,2,396.0,79.5,554.25,4,318,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
6581,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,303.9052,6581.0,0.0,6581,6581,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,151.9526,151.9526,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
4367,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,457.9803,4367.0,0.0,4367,4367,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,228.9902,228.9902,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
6151,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,325.1504,6151.0,0.0,6151,6151,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,162.5752,162.5752,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
11914,4,8,317,4434,317,0,79.25,158.5,1460,0,554.25,750.2544,398774.5509,1007.2184,1083.0909,2302.4228,7340,48,11613,3871.0,3831.5549,7899,272,11914,1702.0,2797.6313,7340,102,0,0,80,184,335.7395,671.4789,0,1460,365.4615,629.9403,396824.7692,0,1,0,0,0,0,0,0,2,395.9167,79.25,554.25,4,317,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
13708,4,8,327,4434,327,0,81.75,163.5,1460,0,554.25,750.2544,347315.4362,875.4012,1246.1818,2655.9769,8433,55,13509,4503.0,4426.9122,9147,331,13708,1958.2857,3221.7337,8433,63,0,0,80,184,291.8004,583.6008,0,1460,366.2308,629.8823,396751.6923,0,1,0,0,0,0,0,0,2,396.75,81.75,554.25,4,327,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
25956,4,8,328,4434,328,0,82.0,164.0,1460,0,554.25,750.2544,183464.3242,462.3209,2359.6364,4286.9142,11883,52,13940,4646.6667,5383.7562,10716,447,25956,3708.0,4993.4828,11883,152,0,0,80,184,154.107,308.2139,0,1460,366.3077,629.8772,396745.2308,0,1,0,0,0,0,0,0,2,396.8333,82.0,554.25,4,328,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
8285,4,8,320,4434,320,0,80.0,160.0,1460,0,554.25,750.2544,573808.0869,1448.4007,753.1818,1374.9438,3921,55,8024,2674.6667,1942.066,3921,437,8285,1183.5714,1662.7039,4074,124,0,0,80,184,482.8002,965.6005,0,1460,365.6923,629.9216,396801.2308,0,1,0,0,0,0,0,0,2,396.1667,80.0,554.25,4,320,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
9790,3,7,322,4434,322,0,107.3333,185.9068,1460,0,633.4286,773.4224,485801.8386,1021.4505,1087.7778,1755.178,5304,42,8375,4187.5,2529.321,5976,2399,9790,1631.6667,2025.8797,5304,119,0,0,60,164,306.4351,715.0153,0,1460,432.3636,666.7142,444507.8545,0,1,0,0,0,0,0,0,2,475.6,107.3333,633.4286,3,322,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
14196,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,140.8848,14196.0,0.0,14196,14196,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,70.4424,70.4424,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
3683,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,543.0356,3683.0,0.0,3683,3683,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,271.5178,271.5178,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,4106,0,0,0,0,0,0,0,0,0,Brute_Force
8359,3,7,316,4434,316,0,105.3333,182.4427,1460,0,633.4286,773.4224,568249.7906,1196.3153,928.7778,1459.2902,3674,62,7449,3724.5,607.4047,4154,3295,8359,1393.1667,1681.6934,3674,118,0,0,60,164,358.8946,837.4207,0,1460,431.8182,666.816,444643.5636,0,1,0,0,0,0,0,0,2,475.0,105.3333,633.4286,3,316,7,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
10164,4,8,325,4434,325,0,81.25,162.5,1460,0,554.25,750.2544,468221.1728,1180.6375,924.0,1704.3672,4690,58,9764,3254.6667,2506.0152,4713,361,10164,1452.0,2086.8927,4944,132,0,0,80,184,393.5458,787.0917,0,1460,366.0769,629.8929,396765.0769,0,1,0,0,0,0,0,0,2,396.5833,81.25,554.25,4,325,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
7255,4,8,316,4434,316,0,79.0,158.0,1460,0,554.25,750.2544,654720.8822,1654.0317,659.5455,1076.5492,3563,85,6866,2288.6667,1574.1507,3563,529,7255,1036.4286,1366.4727,3868,141,0,0,80,184,551.3439,1102.6878,0,1460,365.3846,629.9468,396832.9231,0,1,0,0,0,0,0,0,2,395.8333,79.0,554.25,4,316,8,4434,54,1,0,0,0,0,0,0,0,0,Brute_Force
