Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type,timestamp,source_ip
80,13007,3,18,6,6,6.0,0.0,0,0,0.0,0.0,1383.870224,307.5267164,4335.666667,5858.545582,11011,48,13007,6503.5,6374.567632,11011,1996,0,0.0,0.0,0,0,60,32,230.6450373,76.8816791,0,6,4.8,2.683281573,7.2,1,0,0,6.0,18,0,235,2,20,0.0,0,0,0.0,0,0,DoS,2025-10-12 00:00:13.007,192.168.1.9
22,12414923,22,2008,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,382.8457092,4.349604101,234243.8302,635234.3688,2276904,4,10100000,480783.9524,865805.7012,2278920,288,12400000,400476.7097,794353.7246,2276904,4,712,1032,1.77206093,2.577543171,0,976,86.41818182,188.2012015,35419.69226,0,1,0,88.01851852,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:26:54.923,192.168.1.219
80,33027647,203,43951,602,0,216.5073892,228.6511756,1069,0,694.1730769,362.6637813,3516.59929,9.295242861,107933.4869,271911.4387,1293952,4,33000000,163488.5149,321121.9984,1293952,892,33000000,320655.7767,418105.1281,1294873,4,6504,3336,6.146365801,3.14887706,0,1069,377.0941558,360.6958452,130101.4927,0,1,0,378.3224756,43951,29200,1174,101,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 09:10:27.647,192.168.1.133
80,85105121,8,369,369,0,46.125,130.4612011,8688,0,2319.0,3774.237539,140.5790845,0.152752265,7092093.417,24500000.0,85000000,1,85000000,12100000.0,32100000.0,85000000,1,149433,37358.25,66175.02641,136205,85,264,168,0.094001394,0.058750871,0,8688,854.5714286,2382.312216,5675411.495,0,0,1,920.3076923,369,274,235,1,32,1053.0,1053,1053,85000000.0,85000000,85000000,DoS,2025-10-12 23:38:25.121,192.168.1.114
80,83400021,18,5200,520,0,288.8888889,265.8811961,0,0,0.0,0.0,62.3501042,0.239808093,4389474.789,6079937.264,20800000,90,83400000,4905883.588,6236570.747,20800000,594,31600000,31600000.0,0.0,31600000,31600000,624,80,0.215827284,0.023980809,0,520,247.6190476,266.1184842,70819.04762,0,1,0,260.0,5200,29200,28960,10,32,4517642.0,7008529,377,11600000.0,20800000,5399131,DoS,2025-10-12 23:10:00.021,192.168.1.7
22,2449806,13,1128,640,0,86.76923077,183.2985515,976,0,182.6363636,362.8967547,1280.509559,9.796694106,106513.3043,448055.4468,2160168,16,2449806,204150.5,641815.0889,2241009,578,2348601,234860.1,677115.506,2160168,16,424,360,5.306542641,4.490151465,0,976,125.48,273.1972913,74636.76,0,1,0,130.7083333,1128,29200,247,6,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:40:49.806,192.168.1.206
80,153532,3,370,370,0,123.3333333,213.6195996,4344,0,1932.5,1754.831473,77931.6364,58.61970143,19191.5,48697.93842,139202,24,14016,7008.0,8492.352442,13013,1003,153507,30701.4,60952.39717,139202,49,104,200,19.53990048,39.07980095,0,4344,1196.5,1620.194861,2625031.389,0,1,0,1329.444444,370,29200,235,1,32,0.0,0,0,0.0,0,0,DoS,2025-10-12 00:02:33.532,192.168.1.64
39884,70,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28571.4285714286,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,14285.7142857143,14285.7142857143,0,0,0.0,0.0,0.0,0,0,1,0.0,0,210,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.070,192.168.1.102
1999,82,1,0,0,0,0.0,0.0,6,6,6.0,0.0,73170.73171,24390.2439,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,12195.12195,12195.12195,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.082,192.168.1.233
80,80390,3,26,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,144632.417,87.0755069,13398.33333,20945.55871,46091,3,33986,16993.0,24027.48842,33983,3,80263,26754.33333,23810.07107,46091,160,72,92,37.31807439,49.75743252,0,7215,1453.375,2786.259804,7763243.696,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:01:20.390,192.168.1.108
80,5854395,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.683247372,1951465.0,3379247.595,5853484,133,5854395,2927197.5,4138394.056,5853484,911,0,0.0,0.0,0,0,104,40,0.512435529,0.170811843,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:37:34.395,192.168.1.171
53,445,1,57,57,57,57.0,0.0,142,142,142.0,0.0,447191.0112,4494.382022,445.0,0.0,445,445,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2247.191011,2247.191011,57,142,85.33333333,49.07477288,2408.333333,0,0,0,128.0,57,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.445,192.168.1.37
80,5152737,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776286467,1717579.0,2974349.536,5152062,106,5152737,2576368.5,3642580.68,5152062,675,0,0.0,0.0,0,0,104,40,0.58221485,0.194071617,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:25:52.737,192.168.1.139
3283,33,1,0,0,0,0.0,0.0,6,6,6.0,0.0,181818.1818,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,30303.0303,30303.0303,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.033,192.168.1.84
8080,79995,4,206,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4250.265642,87.50546909,13332.5,31562.61469,77755,46,79995,26665.0,45607.53915,79327,46,78411,39205.5,54517.22572,77755,656,92,72,50.0031252,37.5023439,0,194,42.5,75.2880184,5668.285714,0,1,0,48.57142857,206,8192,237,3,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:01:19.995,192.168.1.237
80,705189,3,26,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,16487.77845,11.34447645,100741.2857,263865.9866,699121,52,5423,2711.5,2938.028676,4789,634,705137,176284.25,348566.3571,699121,189,72,112,4.254178667,7.090297778,0,8760,1291.888889,2866.607422,8217438.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:11:45.189,192.168.1.223
1641,81,1,2,2,2,2.0,0.0,6,6,6.0,0.0,98765.4321,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,12345.67901,12345.67901,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.081,192.168.1.98
119,21,1,2,2,2,2.0,0.0,6,6,6.0,0.0,380952.381,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,47619.04762,47619.04762,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.021,192.168.1.254
6547,56,1,0,0,0,0.0,0.0,6,6,6.0,0.0,107142.8571,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17857.14286,17857.14286,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.056,192.168.1.150
21,9104054,9,99,21,0,11.0,8.631338251,34,0,12.53333333,14.54975045,31.52441758,2.63618823,395828.4348,1038968.3,3486726,25,6614027,826753.375,1533803.805,3530931,48,9103930,650280.7143,1283975.514,3486726,48,296,488,0.988570586,1.647617644,0,34,11.48,12.43355675,154.5933333,0,1,0,11.95833333,99,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 02:31:44.054,192.168.1.180
52940,35,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,28571.42857,28571.42857,0,0,0.0,0.0,0.0,0,0,1,0.0,0,227,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.035,192.168.1.254
22,12345057,21,2008,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,385.0123981,4.293216305,237404.9423,647490.6212,2559898,3,10200000,509875.25,913377.5641,2626932,258,12300000,398223.6774,804132.8277,2559898,3,680,1032,1.701085706,2.592130599,0,976,88.01851852,189.5902723,35944.47135,0,1,0,89.67924528,2008,29200,247,16,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 03:25:45.057,192.168.1.255
8080,1029595,3,0,0,0,0.0,0.0,6,6,6.0,0.0,17.48260238,5.827534127,205919.0,281166.3838,515092,531,1029024,514512.0,1571.191268,515623,513401,1028942,514471.0,1685.742566,515663,513279,92,60,2.913767064,2.913767064,0,6,2.571428571,3.207134903,10.28571429,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:17:09.595,192.168.1.245
1296,72,1,2,2,2,2.0,0.0,6,6,6.0,0.0,111111.1111,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.072,192.168.1.211
80,1652056,3,26,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7041.528859,4.842450861,236008.0,624118.6362,1651376,3,474,237.0,246.0731599,411,63,1652010,413002.5,825582.3542,1651376,3,72,112,1.815919073,3.026531788,0,7215,1292.555556,2650.585648,7025604.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:27:32.056,192.168.1.182
80,5528004,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.723588478,1842668.0,3191034.285,5527357,124,5528004,2764002.0,3907974.119,5527357,647,0,0.0,0.0,0,0,104,40,0.542691358,0.180897119,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:32:08.004,192.168.1.109
63614,70,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28571.4285714286,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,14285.7142857143,14285.7142857143,0,0,0.0,0.0,0.0,0,0,1,0.0,0,351,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.070,192.168.1.54
22,52,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,1,0.0,0,259,247,0,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 00:00:00.052,192.168.1.10
306,63,1,0,0,0,0.0,0.0,6,6,6.0,0.0,95238.09524,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,15873.01587,15873.01587,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.063,192.168.1.150
53,58792,1,50,50,50,50.0,0.0,78,78,78.0,0.0,2177.166961,34.01823377,58792.0,0.0,58792,58792,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,17.00911689,17.00911689,50,78,59.33333333,16.16580754,261.3333333,0,0,0,89.0,50,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:58.792,192.168.1.90
60970,1,2,617,617,0,308.5,436.2848839921,0,0,0.0,0.0,617000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,64,0,2000000.0,0.0,0,617,411.3333333333,356.22511609,126896.333333333,0,0,1,617.0,617,229,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.001,192.168.1.253
80,85905971,9,309,309,0,34.33333333,103.0,10136,0,2319.0,4414.366206,138.5701117,0.162968881,6608151.615,23800000.0,85800000,1,85800000,10700000.0,30300000.0,85800000,1,139308,34827.0,60474.41163,125001,44,296,168,0.104765709,0.058203172,0,10136,793.6,2611.564769,6820270.543,0,0,1,850.2857143,309,251,235,1,32,997.0,997,997,85800000.0,85800000,85800000,DoS,2025-10-12 23:51:45.971,192.168.1.254
14441,76,1,2,2,2,2.0,0.0,6,6,6.0,0.0,105263.1579,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13157.89474,13157.89474,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.076,192.168.1.128
443,5456671,10,350,193,0,35.0,68.17950164,1448,0,902.3333333,655.5955054,1056.321702,2.932190707,363778.0667,1346301.459,5229668,6,5456671,606296.7778,1734092.163,5229668,52,132396,26479.2,36041.53161,66778,48,328,200,1.832619192,1.099571515,0,1448,339.0588235,566.4588986,320875.6838,0,1,0,360.25,350,29200,219,3,32,226951.0,226951,226951,5229668.0,5229668,5229668,Normal Traffic,2025-10-12 01:30:56.671,192.168.1.179
80,1825099,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6373.900813,4.931239346,228137.375,644770.9789,1823864,2,896,448.0,521.8448045,817,79,1825082,365016.4,815520.6934,1823864,2,72,132,1.643746449,3.287492898,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:30:25.099,192.168.1.136
80,1797911,3,26,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,6470.286905,4.449608462,256844.4286,678820.7831,1796265,40,1246,623.0,824.4865069,1206,40,1797865,449466.25,897865.9886,1796265,157,72,112,1.668603173,2.781005289,0,5840,1292.555556,2554.159212,6523729.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:29:57.911,192.168.1.78
53,23862,1,48,48,48,48.0,0.0,112,112,112.0,0.0,6705.221691,83.81527114,23862.0,0.0,23862,23862,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,41.90763557,41.90763557,48,112,69.33333333,36.95041723,1365.333333,0,0,0,104.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:23.862,192.168.1.160
8080,999172,3,0,0,0,0.0,0.0,6,6,6.0,0.0,18.01491635,6.004972117,199834.4,272915.9874,499972,489,998629,499314.5,1700.591809,500517,498112,998683,499341.5,1659.579615,500515,498168,92,60,3.002486058,3.002486058,0,6,2.571428571,3.207134903,10.28571429,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:16:39.172,192.168.1.211
80,173152,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,67183.74607,51.97745334,21644.0,60845.29523,172227,3,811,405.5,548.0077554,793,18,173138,34627.6,76921.22224,172227,3,72,132,17.32581778,34.65163556,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:02:53.152,192.168.1.27
80,11718420,5,406,406,0,81.2,181.5687198,3525,0,881.25,1762.5,335.4547797,0.768021627,1464802.5,2749505.005,6712619,4,6715985,1678996.25,3357261.18,6714888,4,11700000,3906134.333,3488247.645,6712619,772,168,136,0.426678682,0.341342946,0,3525,393.1,1107.809896,1227242.767,0,1,0,436.7777778,406,29200,235,1,32,789.0,789,789,6712619.0,6712619,6712619,DoS,2025-10-12 03:15:18.420,192.168.1.76
6106,58,1,0,0,0,0.0,0.0,6,6,6.0,0.0,103448.2759,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17241.37931,17241.37931,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.058,192.168.1.125
80,17521,2,12,6,6,6.0,0.0,0,0,0.0,0.0,684.8924148,228.2974716,5840.333333,9697.032862,17035,38,486,486.0,0.0,486,486,17483,17483.0,0.0,17483,17483,40,64,114.1487358,114.1487358,0,6,3.6,3.286335345,10.8,1,0,0,4.5,12,0,235,1,20,0.0,0,0,0.0,0,0,DoS,2025-10-12 00:00:17.521,192.168.1.118
21,9711548,9,104,23,0,11.55555556,9.275116052,34,0,12.53333333,14.54975045,30.0672972,2.471284701,422241.2174,1098758.339,3364590,2,6416918,802114.75,1486759.301,3408791,3,9711454,693675.2857,1356582.3,3364590,2,296,488,0.926731763,1.544552938,0,34,11.68,12.58213019,158.31,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 02:41:51.548,192.168.1.223
80,5518991,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.724770162,1839663.667,3185626.258,5518108,95,5518991,2759495.5,3901267.211,5518108,883,0,0.0,0.0,0,0,104,40,0.543577621,0.18119254,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:31:58.991,192.168.1.93
8080,997145,3,0,0,0,0.0,0.0,6,6,6.0,0.0,18.05153714,6.017179046,199429.0,272326.1771,498680,511,996634,498317.0,1244.507935,499197,497437,996521,498260.5,1315.92572,499191,497330,92,60,3.008589523,3.008589523,0,6,2.571428571,3.207134903,10.28571429,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:16:37.145,192.168.1.253
80,8790901,4,602,602,0,150.5,301.0,364,0,91.0,182.0,109.8863473,0.910031861,1255843.0,2171884.972,5004570,100,3786331,1262110.333,2181514.923,3781106,885,8790801,2930267.0,2607301.444,5005163,3606,136,136,0.455015931,0.455015931,0,602,107.3333333,221.137966,48902.0,0,1,0,120.75,602,29200,236,1,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 02:26:30.901,192.168.1.107
80,5680819,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.704123824,1893606.333,3279230.89,5680136,128,5680819,2840409.5,4015979.73,5680136,683,0,0.0,0.0,0,0,104,40,0.528092868,0.176030956,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:34:40.819,192.168.1.236
80,86467722,7,358,358,0,51.14285714,135.3112813,5803,0,1932.5,2539.075088,138.2365549,0.15034512,7205643.5,24600000.0,85500000,1,86500000,14400000.0,34800000.0,85500000,1,916,183.2,269.4507376,654,3,240,200,0.080955064,0.069390055,0,5803,853.7857143,1851.500688,3428054.797,0,0,1,919.4615385,358,274,235,1,32,5.0,5,5,85500000.0,85500000,85500000,DoS,2025-10-13 00:01:07.722,192.168.1.198
12265,64,1,2,2,2,2.0,0.0,6,6,6.0,0.0,125000.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,15625.0,15625.0,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.064,192.168.1.192
63284,81,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.3580246914,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,12345.6790123457,12345.6790123457,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.081,192.168.1.216
3422,83,1,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:00:00.083,192.168.1.72
80,5344025,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.748499492,1781341.667,3084616.515,5343150,139,5344025,2672012.5,3777558.879,5343150,875,0,0.0,0.0,0,0,104,40,0.561374619,0.187124873,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:29:04.025,192.168.1.177
55003,39,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,25641.02564,25641.02564,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:00:00.039,192.168.1.44
80,625733,3,26,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,18581.40773,12.78500575,89390.42857,234859.4135,621997,41,3069,1534.5,1808.072039,2813,256,625692,156423.0,310385.5879,621997,187,72,112,4.794377154,7.990628591,0,4380,1291.888889,1980.710254,3923213.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS,2025-10-12 00:10:25.733,192.168.1.94
80,5193466,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.770198553,1731155.333,2997689.509,5192589,93,5193466,2596733.0,3671094.761,5192589,877,0,0.0,0.0,0,0,104,40,0.577648915,0.192549638,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:26:33.466,192.168.1.205
80,100761946,6,327,309,0,54.5,124.7136721,4344,0,1656.428571,1760.597234,118.3184771,0.12901696,8396828.833,29000000.0,101000000,1,101000000,20100000.0,45000000.0,101000000,1,101000000,16800000.0,41000000.0,101000000,16,164,232,0.059546289,0.069470671,0,4344,852.0,1460.702518,2133651.846,1,0,0,917.5384615,327,0,235,3,20,2977.0,2977,2977,101000000.0,101000000,101000000,DoS,2025-10-13 03:59:21.946,192.168.1.17
21,8272921,9,112,26,0,12.44444444,10.28483241,34,0,12.53333333,14.54975045,36.26288707,2.901030966,359692.2174,938336.3102,2962924,3,5266923,658365.375,1228343.244,2938479,3,8272840,590917.1429,1158837.235,2962924,3,296,488,1.087886612,1.813144354,0,34,12.0,12.84523258,165.0,0,1,0,12.5,112,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force,2025-10-12 02:17:52.921,192.168.1.102
80,85639041,7,388,382,0,55.42857143,144.0218237,5792,0,1932.5,2181.008184,139.9245001,0.151799925,7136586.75,24700000.0,85500000,0,85500000,14300000.0,34900000.0,85500000,0,133435,26687.0,52527.26972,120115,45,220,200,0.081738421,0.070061504,0,5792,855.9285714,1665.964468,2775437.61,0,0,1,921.7692308,388,274,235,2,20,1001.0,1001,1001,85500000.0,85500000,85500000,DoS,2025-10-12 23:47:19.041,192.168.1.182
8080,63897,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5336.713774,109.5513091,10649.5,25151.13383,61985,19,63897,21299.0,36400.01236,63329,19,62533,31266.5,43442.51932,61985,548,92,72,62.60074808,46.95056106,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:01:03.897,192.168.1.218
5825,56,1,0,0,0,0.0,0.0,6,6,6.0,0.0,107142.8571,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17857.14286,17857.14286,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.056,192.168.1.75
53,138321,1,60,60,60,60.0,0.0,166,166,166.0,0.0,1633.880611,14.45912045,138321.0,0.0,138321,138321,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,7.229560226,7.229560226,60,166,95.33333333,61.19912853,3745.333333,0,0,0,143.0,60,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,2025-10-12 00:02:18.321,192.168.1.72
8080,126283,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2700.284282,55.43105564,21047.16667,50381.02666,123884,52,126283,42094.33333,72143.28511,125397,52,124486,62243.0,87173.5382,123884,602,92,72,31.67488894,23.7561667,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots,2025-10-12 00:02:06.283,192.168.1.89
9090,75,1,2,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.075,192.168.1.34
80,2957,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1352.722354,985.6666667,980.0042517,1964,4,2957,985.6666667,980.0042517,1964,4,0,0.0,0.0,0,0,128,0,1352.722354,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,251,-1,0,32,0.0,0,0,0.0,0,0,DoS,2025-10-12 00:00:02.957,192.168.1.102
545,21,1,2,2,2,2.0,0.0,6,6,6.0,0.0,380952.381,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,47619.04762,47619.04762,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning,2025-10-12 00:00:00.021,192.168.1.156
80,5068436,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.789198088,1689478.667,2925695.651,5067781,98,5068436,2534218.0,3582999.156,5067781,655,0,0.0,0.0,0,0,104,40,0.591898566,0.197299522,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks,2025-10-12 01:24:28.436,192.168.1.221
